id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Volume (m³),Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos
780,Frigorífico A,2023-01-11,Los Angeles,Combustível,14686.31,Combustível em Los Angeles,,,,,,,,,
781,Frigorífico B,2023-01-11,Singapura,Manutenção,2502.42,Manutenção e reparos,,,,,,,,,
782,Frigorífico B,2023-01-11,Los Angeles,Manutenção,5193.94,Manutenção e reparos,,,,,,,,,
783,Frigorífico B,2023-01-11,Roterdã,Carregamento/Descarga,5633.0,Carregamento/descarga de 5633 m³ de Peixe a -15°C,Peixe,,-15.0,5633.0,,,,,
784,Frigorífico B,2023-01-11,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
785,Frigorífico C,2023-01-11,Singapura,Taxas Portuárias,2913.93,Taxas portuárias em Singapura,,,,,,,,,
786,Frigorífico C,2023-01-11,Los Angeles,Combustível,27431.97,Combustível em Los Angeles,,,,,,,,,
787,Frigorífico C,2023-01-11,Los Angeles,Taxas Portuárias,4918.04,Taxas portuárias em Los Angeles,,,,,,,,,
788,Frigorífico C,2023-01-11,Hamburgo,Combustível,21723.66,Combustível em Hamburgo,,,,,,,,,
789,Frigorífico C,2023-01-11,Xangai,Manutenção,4503.81,Manutenção e reparos,,,,,,,,,
790,Frigorífico D,2023-01-11,Roterdã,Taxas Portuárias,5426.34,Taxas portuárias em Roterdã,,,,,,,,,
791,Frigorífico E,2023-01-11,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
792,Frigorífico E,2023-01-11,Roterdã,Combustível,17544.2,Combustível em Roterdã,,,,,,,,,
793,Frigorífico E,2023-01-11,Roterdã,Combustível,21853.3,Combustível em Roterdã,,,,,,,,,
794,Graneleiro A,2023-01-11,Xangai,Carga e Descarga,982320.0,Carga e descarga de 49116 toneladas de Fertilizantes,Fertilizantes,,,,49116.0,,,,
795,Graneleiro A,2023-01-11,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
796,Graneleiro B,2023-01-11,Roterdã,Combustível,8632.89,Combustível em Roterdã,,,,,,,,,
797,Graneleiro B,2023-01-11,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
798,Graneleiro B,2023-01-11,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
799,Graneleiro B,2023-01-11,Roterdã,Manutenção,3926.35,Manutenção e reparos,,,,,,,,,
800,Graneleiro B,2023-01-11,Xangai,Manutenção,3464.25,Manutenção e reparos,,,,,,,,,
801,Graneleiro C,2023-01-11,Hamburgo,Taxas Portuárias,5086.02,Taxas portuárias em Hamburgo,,,,,,,,,
802,Graneleiro C,2023-01-11,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
803,Graneleiro C,2023-01-11,Xangai,Combustível,11405.21,Combustível em Xangai,,,,,,,,,
804,Graneleiro C,2023-01-11,Roterdã,Combustível,8185.68,Combustível em Roterdã,,,,,,,,,
805,Graneleiro C,2023-01-11,Los Angeles,Carga e Descarga,772188.0,Carga e descarga de 64349 toneladas de Carvão,Carvão,,,,64349.0,,,,
806,Graneleiro D,2023-01-11,Hamburgo,Manutenção,3634.02,Manutenção e reparos,,,,,,,,,
807,Graneleiro D,2023-01-11,Roterdã,Taxas Portuárias,6926.19,Taxas portuárias em Roterdã,,,,,,,,,
808,Graneleiro E,2023-01-11,Los Angeles,Manutenção,3742.53,Manutenção e reparos,,,,,,,,,
809,Graneleiro E,2023-01-11,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
810,Navio A,2023-01-11,Hamburgo,Manuseio de Contêineres,146080.0,Manuseio de 1826 contêineres (40'),,,,,,1826.0,40',,
811,Navio B,2023-01-11,Xangai,Manuseio de Contêineres,135360.0,Manuseio de 1692 contêineres (40'),,,,,,1692.0,40',,
812,Navio B,2023-01-11,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
813,Navio C,2023-01-11,Los Angeles,Taxas Portuárias,4259.76,Taxas portuárias em Los Angeles,,,,,,,,,
814,Navio C,2023-01-11,Hamburgo,Manuseio de Contêineres,48000.0,Manuseio de 600 contêineres (40'),,,,,,600.0,40',,
815,Navio C,2023-01-11,Hamburgo,Taxas Portuárias,1734.32,Taxas portuárias em Hamburgo,,,,,,,,,
816,Navio C,2023-01-11,Singapura,Manuseio de Contêineres,38800.0,Manuseio de 776 contêineres (20'),,,,,,776.0,20',,
817,Navio D,2023-01-11,Xangai,Manuseio de Contêineres,68400.0,Manuseio de 570 contêineres (Reefer),,,,,,570.0,Reefer,,
818,Navio D,2023-01-11,Roterdã,Manuseio de Contêineres,75500.0,Manuseio de 1510 contêineres (20'),,,,,,1510.0,20',,
819,Navio E,2023-01-11,Hamburgo,Taxas Portuárias,1671.3,Taxas portuárias em Hamburgo,,,,,,,,,
820,Ro-Ro A,2023-01-11,Los Angeles,Combustível,18768.85,Combustível em Los Angeles,,,,,,,,,
821,Ro-Ro B,2023-01-11,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
822,Ro-Ro B,2023-01-11,Roterdã,Combustível,19870.03,Combustível em Roterdã,,,,,,,,,
823,Ro-Ro B,2023-01-11,Xangai,Seguros,1800.0,Seguro diário,,,,,,,,,
824,Ro-Ro B,2023-01-11,Roterdã,Embarque e Desembarque,117960.0,Embarque e desembarque de 983 Outros,,,,,,,,983.0,Outros
825,Ro-Ro C,2023-01-11,Singapura,Manutenção,3106.38,Manutenção e reparos,,,,,,,,,
826,Ro-Ro D,2023-01-11,Xangai,Manutenção,1775.15,Manutenção e reparos,,,,,,,,,
827,Ro-Ro D,2023-01-11,Singapura,Combustível,17287.48,Combustível em Singapura,,,,,,,,,
828,Ro-Ro D,2023-01-11,Singapura,Taxas Portuárias,2280.4,Taxas portuárias em Singapura,,,,,,,,,
829,Ro-Ro D,2023-01-11,Singapura,Manutenção,3966.84,Manutenção e reparos,,,,,,,,,
830,Ro-Ro D,2023-01-11,Xangai,Manutenção,1687.45,Manutenção e reparos,,,,,,,,,
831,Ro-Ro E,2023-01-11,Singapura,Combustível,17310.14,Combustível em Singapura,,,,,,,,,
832,Carga Geral A,2023-01-12,Los Angeles,Carregamento/Descarga,8025.0,Carregamento/descarga de 8025 m³ de Outros,Outros,8025.0,,,,,,,
833,Carga Geral B,2023-01-12,Los Angeles,Carregamento/Descarga,8967.0,Carregamento/descarga de 17934 m³ de Granéis Sólidos,Granéis Sólidos,17934.0,,,,,,,
834,Carga Geral B,2023-01-12,Roterdã,Manutenção,3753.65,Manutenção e reparos,,,,,,,,,
835,Carga Geral B,2023-01-12,Singapura,Manutenção,1058.55,Manutenção e reparos,,,,,,,,,
836,Carga Geral C,2023-01-12,Xangai,Manutenção,1659.47,Manutenção e reparos,,,,,,,,,
837,Carga Geral C,2023-01-12,Xangai,Taxas Portuárias,2151.8,Taxas portuárias em Xangai,,,,,,,,,
838,Carga Geral C,2023-01-12,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
839,Carga Geral C,2023-01-12,Los Angeles,Manutenção,3319.38,Manutenção e reparos,,,,,,,,,
840,Carga Geral D,2023-01-12,Xangai,Combustível,16349.04,Combustível em Xangai,,,,,,,,,
841,Carga Geral D,2023-01-12,Xangai,Taxas Portuárias,2283.65,Taxas portuárias em Xangai,,,,,,,,,
842,Carga Geral D,2023-01-12,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
843,Carga Geral E,2023-01-12,Roterdã,Carregamento/Descarga,14204.0,Carregamento/descarga de 17755 m³ de Carga Solta,Carga Solta,17755.0,,,,,,,
844,Carga Geral E,2023-01-12,Xangai,Manutenção,4017.96,Manutenção e reparos,,,,,,,,,
845,Frigorífico A,2023-01-12,Roterdã,Carregamento/Descarga,12443.0,Carregamento/descarga de 12443 m³ de Peixe a -5°C,Peixe,,-5.0,12443.0,,,,,
846,Frigorífico A,2023-01-12,Hamburgo,Carregamento/Descarga,2839.0,Carregamento/descarga de 2839 m³ de Peixe a -8°C,Peixe,,-8.0,2839.0,,,,,
847,Frigorífico A,2023-01-12,Hamburgo,Manutenção,3361.52,Manutenção e reparos,,,,,,,,,
848,Frigorífico A,2023-01-12,Singapura,Taxas Portuárias,4887.64,Taxas portuárias em Singapura,,,,,,,,,
849,Frigorífico B,2023-01-12,Xangai,Manutenção,4908.69,Manutenção e reparos,,,,,,,,,
850,Frigorífico B,2023-01-12,Xangai,Carregamento/Descarga,5811.0,Carregamento/descarga de 5811 m³ de Frutas a -16°C,Frutas,,-16.0,5811.0,,,,,
851,Frigorífico B,2023-01-12,Hamburgo,Taxas Portuárias,8455.97,Taxas portuárias em Hamburgo,,,,,,,,,
852,Frigorífico B,2023-01-12,Singapura,Carregamento/Descarga,14300.0,Carregamento/descarga de 14300 m³ de Carnes a -17°C,Carnes,,-17.0,14300.0,,,,,
853,Frigorífico B,2023-01-12,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
854,Frigorífico C,2023-01-12,Los Angeles,Combustível,29012.48,Combustível em Los Angeles,,,,,,,,,
855,Frigorífico D,2023-01-12,Xangai,Manutenção,4171.29,Manutenção e reparos,,,,,,,,,
856,Frigorífico E,2023-01-12,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
857,Frigorífico E,2023-01-12,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
858,Graneleiro A,2023-01-12,Hamburgo,Manutenção,1167.53,Manutenção e reparos,,,,,,,,,
859,Graneleiro A,2023-01-12,Los Angeles,Taxas Portuárias,6999.66,Taxas portuárias em Los Angeles,,,,,,,,,
860,Graneleiro B,2023-01-12,Singapura,Combustível,13842.26,Combustível em Singapura,,,,,,,,,
861,Graneleiro B,2023-01-12,Hamburgo,Carga e Descarga,767412.0,Carga e descarga de 63951 toneladas de Carvão,Carvão,,,,63951.0,,,,
862,Graneleiro C,2023-01-12,Hamburgo,Taxas Portuárias,6277.53,Taxas portuárias em Hamburgo,,,,,,,,,
863,Graneleiro C,2023-01-12,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
864,Graneleiro C,2023-01-12,Hamburgo,Taxas Portuárias,2129.5,Taxas portuárias em Hamburgo,,,,,,,,,
865,Graneleiro C,2023-01-12,Singapura,Seguros,2000.0,Seguro diário,,,,,,,,,
866,Graneleiro D,2023-01-12,Singapura,Manutenção,2876.33,Manutenção e reparos,,,,,,,,,
867,Graneleiro D,2023-01-12,Los Angeles,Taxas Portuárias,7678.86,Taxas portuárias em Los Angeles,,,,,,,,,
868,Graneleiro D,2023-01-12,Singapura,Seguros,2000.0,Seguro diário,,,,,,,,,
869,Graneleiro E,2023-01-12,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
870,Graneleiro E,2023-01-12,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
871,Navio A,2023-01-12,Los Angeles,Manuseio de Contêineres,66240.0,Manuseio de 828 contêineres (40'),,,,,,828.0,40',,
872,Navio A,2023-01-12,Xangai,Manutenção,1615.1,Manutenção e reparos,,,,,,,,,
873,Navio A,2023-01-12,Roterdã,Taxas Portuárias,2167.02,Taxas portuárias em Roterdã,,,,,,,,,
874,Navio A,2023-01-12,Los Angeles,Combustível,9137.77,Combustível em Los Angeles,,,,,,,,,
875,Navio A,2023-01-12,Roterdã,Taxas Portuárias,2235.21,Taxas portuárias em Roterdã,,,,,,,,,
876,Navio B,2023-01-12,Xangai,Combustível,9304.61,Combustível em Xangai,,,,,,,,,
877,Navio B,2023-01-12,Los Angeles,Manutenção,1310.46,Manutenção e reparos,,,,,,,,,
878,Navio C,2023-01-12,Roterdã,Combustível,15768.63,Combustível em Roterdã,,,,,,,,,
879,Navio C,2023-01-12,Roterdã,Manutenção,1993.49,Manutenção e reparos,,,,,,,,,
880,Navio C,2023-01-12,Roterdã,Taxas Portuárias,2623.72,Taxas portuárias em Roterdã,,,,,,,,,
881,Navio D,2023-01-12,Xangai,Taxas Portuárias,2019.38,Taxas portuárias em Xangai,,,,,,,,,
882,Navio E,2023-01-12,Roterdã,Manutenção,2905.53,Manutenção e reparos,,,,,,,,,
883,Navio E,2023-01-12,Roterdã,Manuseio de Contêineres,156320.0,Manuseio de 1954 contêineres (40'),,,,,,1954.0,40',,
884,Navio E,2023-01-12,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
885,Ro-Ro A,2023-01-12,Roterdã,Taxas Portuárias,3278.01,Taxas portuárias em Roterdã,,,,,,,,,
886,Ro-Ro A,2023-01-12,Roterdã,Embarque e Desembarque,50640.0,Embarque e desembarque de 633 Carros,,,,,,,,633.0,Carros
887,Ro-Ro B,2023-01-12,Los Angeles,Manutenção,1937.04,Manutenção e reparos,,,,,,,,,
888,Ro-Ro B,2023-01-12,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
889,Ro-Ro C,2023-01-12,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
890,Ro-Ro D,2023-01-12,Roterdã,Taxas Portuárias,2569.95,Taxas portuárias em Roterdã,,,,,,,,,
891,Ro-Ro D,2023-01-12,Singapura,Embarque e Desembarque,115680.0,Embarque e desembarque de 964 Outros,,,,,,,,964.0,Outros
892,Ro-Ro D,2023-01-12,Roterdã,Embarque e Desembarque,82800.0,Embarque e desembarque de 414 Caminhões,,,,,,,,414.0,Caminhões
893,Ro-Ro E,2023-01-12,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
894,Ro-Ro E,2023-01-12,Hamburgo,Manutenção,1490.57,Manutenção e reparos,,,,,,,,,
895,Ro-Ro E,2023-01-12,Singapura,Taxas Portuárias,2317.73,Taxas portuárias em Singapura,,,,,,,,,
896,Carga Geral A,2023-01-13,Hamburgo,Manutenção,4149.5,Manutenção e reparos,,,,,,,,,
897,Carga Geral A,2023-01-13,Singapura,Manutenção,3543.51,Manutenção e reparos,,,,,,,,,
898,Carga Geral B,2023-01-13,Xangai,Carregamento/Descarga,11548.8,Carregamento/descarga de 9624 m³ de Contêineres,Contêineres,9624.0,,,,,,,
899,Carga Geral B,2023-01-13,Los Angeles,Taxas Portuárias,3317.01,Taxas portuárias em Los Angeles,,,,,,,,,
900,Carga Geral B,2023-01-13,Roterdã,Taxas Portuárias,6788.05,Taxas portuárias em Roterdã,,,,,,,,,
901,Carga Geral C,2023-01-13,Los Angeles,Taxas Portuárias,2987.02,Taxas portuárias em Los Angeles,,,,,,,,,
902,Carga Geral C,2023-01-13,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
903,Carga Geral D,2023-01-13,Singapura,Carregamento/Descarga,6331.5,Carregamento/descarga de 12663 m³ de Granéis Sólidos,Granéis Sólidos,12663.0,,,,,,,
904,Carga Geral D,2023-01-13,Hamburgo,Carregamento/Descarga,56905.5,Carregamento/descarga de 37937 m³ de Veículos,Veículos,37937.0,,,,,,,
905,Carga Geral E,2023-01-13,Roterdã,Taxas Portuárias,5321.25,Taxas portuárias em Roterdã,,,,,,,,,
906,Carga Geral E,2023-01-13,Xangai,Manutenção,4175.07,Manutenção e reparos,,,,,,,,,
907,Carga Geral E,2023-01-13,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
908,Carga Geral E,2023-01-13,Roterdã,Taxas Portuárias,2635.2,Taxas portuárias em Roterdã,,,,,,,,,
909,Frigorífico A,2023-01-13,Singapura,Manutenção,5848.25,Manutenção e reparos,,,,,,,,,
910,Frigorífico A,2023-01-13,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
911,Frigorífico A,2023-01-13,Roterdã,Taxas Portuárias,3665.27,Taxas portuárias em Roterdã,,,,,,,,,
912,Frigorífico A,2023-01-13,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
913,Frigorífico B,2023-01-13,Hamburgo,Carregamento/Descarga,10127.0,Carregamento/descarga de 10127 m³ de Laticínios a -18°C,Laticínios,,-18.0,10127.0,,,,,
914,Frigorífico B,2023-01-13,Xangai,Manutenção,5207.46,Manutenção e reparos,,,,,,,,,
915,Frigorífico B,2023-01-13,Roterdã,Seguros,2500.0,Seguro diário,,,,,,,,,
916,Frigorífico B,2023-01-13,Los Angeles,Combustível,26132.37,Combustível em Los Angeles,,,,,,,,,
917,Frigorífico C,2023-01-13,Singapura,Carregamento/Descarga,15850.0,Carregamento/descarga de 15850 m³ de Peixe a -3°C,Peixe,,-3.0,15850.0,,,,,
918,Frigorífico C,2023-01-13,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
919,Frigorífico C,2023-01-13,Xangai,Manutenção,4432.84,Manutenção e reparos,,,,,,,,,
920,Frigorífico C,2023-01-13,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
921,Frigorífico C,2023-01-13,Los Angeles,Taxas Portuárias,3752.75,Taxas portuárias em Los Angeles,,,,,,,,,
922,Frigorífico D,2023-01-13,Xangai,Combustível,15731.27,Combustível em Xangai,,,,,,,,,
923,Frigorífico D,2023-01-13,Xangai,Combustível,31885.38,Combustível em Xangai,,,,,,,,,
924,Frigorífico D,2023-01-13,Hamburgo,Carregamento/Descarga,19516.0,Carregamento/descarga de 19516 m³ de Carnes a 2°C,Carnes,,2.0,19516.0,,,,,
925,Frigorífico E,2023-01-13,Roterdã,Taxas Portuárias,7222.89,Taxas portuárias em Roterdã,,,,,,,,,
926,Frigorífico E,2023-01-13,Roterdã,Seguros,2500.0,Seguro diário,,,,,,,,,
927,Frigorífico E,2023-01-13,Singapura,Carregamento/Descarga,4410.0,Carregamento/descarga de 2205 m³ de Outros a -20°C,Outros,,-20.0,2205.0,,,,,
928,Frigorífico E,2023-01-13,Singapura,Carregamento/Descarga,17308.0,Carregamento/descarga de 17308 m³ de Frutas a -9°C,Frutas,,-9.0,17308.0,,,,,
929,Frigorífico E,2023-01-13,Roterdã,Carregamento/Descarga,10816.0,Carregamento/descarga de 10816 m³ de Carnes a -1°C,Carnes,,-1.0,10816.0,,,,,
930,Graneleiro A,2023-01-13,Roterdã,Taxas Portuárias,6183.99,Taxas portuárias em Roterdã,,,,,,,,,
931,Graneleiro A,2023-01-13,Singapura,Seguros,2000.0,Seguro diário,,,,,,,,,
932,Graneleiro A,2023-01-13,Hamburgo,Combustível,15820.22,Combustível em Hamburgo,,,,,,,,,
933,Graneleiro A,2023-01-13,Roterdã,Manutenção,4889.34,Manutenção e reparos,,,,,,,,,
934,Graneleiro A,2023-01-13,Roterdã,Carga e Descarga,688250.0,Carga e descarga de 68825 toneladas de Grãos,Grãos,,,,68825.0,,,,
935,Graneleiro B,2023-01-13,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
936,Graneleiro B,2023-01-13,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
937,Graneleiro B,2023-01-13,Roterdã,Taxas Portuárias,5356.7,Taxas portuárias em Roterdã,,,,,,,,,
938,Graneleiro B,2023-01-13,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
939,Graneleiro C,2023-01-13,Los Angeles,Carga e Descarga,526600.0,Carga e descarga de 26330 toneladas de Fertilizantes,Fertilizantes,,,,26330.0,,,,
940,Graneleiro D,2023-01-13,Xangai,Taxas Portuárias,4055.91,Taxas portuárias em Xangai,,,,,,,,,
941,Graneleiro E,2023-01-13,Xangai,Taxas Portuárias,5741.85,Taxas portuárias em Xangai,,,,,,,,,
942,Navio A,2023-01-13,Roterdã,Manuseio de Contêineres,71750.0,Manuseio de 1435 contêineres (20'),,,,,,1435.0,20',,
943,Navio A,2023-01-13,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
944,Navio A,2023-01-13,Roterdã,Taxas Portuárias,1160.52,Taxas portuárias em Roterdã,,,,,,,,,
945,Navio A,2023-01-13,Singapura,Manuseio de Contêineres,116400.0,Manuseio de 1455 contêineres (40'),,,,,,1455.0,40',,
946,Navio A,2023-01-13,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
947,Navio B,2023-01-13,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
948,Navio B,2023-01-13,Hamburgo,Combustível,12068.25,Combustível em Hamburgo,,,,,,,,,
949,Navio B,2023-01-13,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
950,Navio C,2023-01-13,Los Angeles,Combustível,17829.18,Combustível em Los Angeles,,,,,,,,,
951,Navio C,2023-01-13,Singapura,Combustível,11519.56,Combustível em Singapura,,,,,,,,,
952,Navio C,2023-01-13,Xangai,Seguros,1500.0,Seguro diário,,,,,,,,,
953,Navio C,2023-01-13,Hamburgo,Manuseio de Contêineres,183840.0,Manuseio de 1532 contêineres (Reefer),,,,,,1532.0,Reefer,,
954,Navio D,2023-01-13,Hamburgo,Combustível,7451.13,Combustível em Hamburgo,,,,,,,,,
955,Navio D,2023-01-13,Xangai,Manutenção,1337.45,Manutenção e reparos,,,,,,,,,
956,Navio E,2023-01-13,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
957,Navio E,2023-01-13,Los Angeles,Manutenção,794.07,Manutenção e reparos,,,,,,,,,
958,Ro-Ro A,2023-01-13,Xangai,Embarque e Desembarque,24600.0,Embarque e desembarque de 123 Caminhões,,,,,,,,123.0,Caminhões
959,Ro-Ro A,2023-01-13,Hamburgo,Embarque e Desembarque,39120.0,Embarque e desembarque de 489 Carros,,,,,,,,489.0,Carros
960,Ro-Ro A,2023-01-13,Los Angeles,Manutenção,2082.09,Manutenção e reparos,,,,,,,,,
961,Ro-Ro A,2023-01-13,Los Angeles,Embarque e Desembarque,67120.0,Embarque e desembarque de 839 Carros,,,,,,,,839.0,Carros
962,Ro-Ro A,2023-01-13,Roterdã,Embarque e Desembarque,60320.0,Embarque e desembarque de 754 Carros,,,,,,,,754.0,Carros
963,Ro-Ro B,2023-01-13,Singapura,Taxas Portuárias,5083.88,Taxas portuárias em Singapura,,,,,,,,,
964,Ro-Ro B,2023-01-13,Hamburgo,Manutenção,3711.25,Manutenção e reparos,,,,,,,,,
965,Ro-Ro B,2023-01-13,Los Angeles,Embarque e Desembarque,83640.0,Embarque e desembarque de 697 Outros,,,,,,,,697.0,Outros
966,Ro-Ro B,2023-01-13,Singapura,Manutenção,3299.55,Manutenção e reparos,,,,,,,,,
967,Ro-Ro C,2023-01-13,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
968,Ro-Ro D,2023-01-13,Hamburgo,Combustível,12195.89,Combustível em Hamburgo,,,,,,,,,
969,Ro-Ro D,2023-01-13,Xangai,Embarque e Desembarque,43680.0,Embarque e desembarque de 364 Outros,,,,,,,,364.0,Outros
970,Ro-Ro D,2023-01-13,Roterdã,Taxas Portuárias,2042.09,Taxas portuárias em Roterdã,,,,,,,,,
971,Ro-Ro D,2023-01-13,Los Angeles,Taxas Portuárias,2460.9,Taxas portuárias em Los Angeles,,,,,,,,,
972,Ro-Ro D,2023-01-13,Xangai,Embarque e Desembarque,121400.0,Embarque e desembarque de 607 Caminhões,,,,,,,,607.0,Caminhões
973,Ro-Ro E,2023-01-13,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
974,Ro-Ro E,2023-01-13,Hamburgo,Embarque e Desembarque,47040.0,Embarque e desembarque de 588 Carros,,,,,,,,588.0,Carros
975,Ro-Ro E,2023-01-13,Singapura,Taxas Portuárias,2403.33,Taxas portuárias em Singapura,,,,,,,,,
976,Ro-Ro E,2023-01-13,Xangai,Taxas Portuárias,4735.08,Taxas portuárias em Xangai,,,,,,,,,
977,Ro-Ro E,2023-01-13,Singapura,Embarque e Desembarque,147600.0,Embarque e desembarque de 738 Caminhões,,,,,,,,738.0,Caminhões
978,Carga Geral A,2023-01-14,Los Angeles,Manutenção,3161.88,Manutenção e reparos,,,,,,,,,
979,Carga Geral B,2023-01-14,Hamburgo,Manutenção,2538.8,Manutenção e reparos,,,,,,,,,
980,Carga Geral B,2023-01-14,Hamburgo,Carregamento/Descarga,9377.0,Carregamento/descarga de 9377 m³ de Outros,Outros,9377.0,,,,,,,
981,Carga Geral B,2023-01-14,Los Angeles,Combustível,20222.17,Combustível em Los Angeles,,,,,,,,,
982,Carga Geral B,2023-01-14,Xangai,Taxas Portuárias,6312.08,Taxas portuárias em Xangai,,,,,,,,,
983,Carga Geral C,2023-01-14,Xangai,Carregamento/Descarga,24714.0,Carregamento/descarga de 16476 m³ de Veículos,Veículos,16476.0,,,,,,,
984,Carga Geral C,2023-01-14,Xangai,Seguros,1900.0,Seguro diário,,,,,,,,,
985,Carga Geral C,2023-01-14,Xangai,Carregamento/Descarga,17143.2,Carregamento/descarga de 14286 m³ de Contêineres,Contêineres,14286.0,,,,,,,
986,Carga Geral C,2023-01-14,Hamburgo,Taxas Portuárias,2063.43,Taxas portuárias em Hamburgo,,,,,,,,,
987,Carga Geral C,2023-01-14,Hamburgo,Manutenção,1547.08,Manutenção e reparos,,,,,,,,,
988,Carga Geral D,2023-01-14,Roterdã,Taxas Portuárias,2721.38,Taxas portuárias em Roterdã,,,,,,,,,
989,Carga Geral D,2023-01-14,Singapura,Carregamento/Descarga,11420.5,Carregamento/descarga de 22841 m³ de Granéis Sólidos,Granéis Sólidos,22841.0,,,,,,,
990,Carga Geral E,2023-01-14,Roterdã,Combustível,25447.67,Combustível em Roterdã,,,,,,,,,
991,Carga Geral E,2023-01-14,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
992,Carga Geral E,2023-01-14,Xangai,Carregamento/Descarga,33439.2,Carregamento/descarga de 27866 m³ de Contêineres,Contêineres,27866.0,,,,,,,
993,Carga Geral E,2023-01-14,Xangai,Carregamento/Descarga,48318.0,Carregamento/descarga de 40265 m³ de Contêineres,Contêineres,40265.0,,,,,,,
994,Carga Geral E,2023-01-14,Xangai,Seguros,1900.0,Seguro diário,,,,,,,,,
995,Frigorífico A,2023-01-14,Hamburgo,Taxas Portuárias,3489.93,Taxas portuárias em Hamburgo,,,,,,,,,
996,Frigorífico A,2023-01-14,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
997,Frigorífico A,2023-01-14,Roterdã,Taxas Portuárias,7336.69,Taxas portuárias em Roterdã,,,,,,,,,
998,Frigorífico B,2023-01-14,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
999,Frigorífico B,2023-01-14,Roterdã,Taxas Portuárias,3236.93,Taxas portuárias em Roterdã,,,,,,,,,
